accession	seq_len	N_count	nearest_clade	dist_to_nearest_clade
EPI_ISL_441690	29623	0	20B-2	0
EPI_ISL_475098	29623	0	20A-3	0
EPI_ISL_495493	29623	2	20B-2	0
EPI_ISL_440909	29623	2413	19A-4	0
EPI_ISL_561284	29623	3	20A-3	0
EPI_ISL_529876	29623	954	20C-1	0
EPI_ISL_560548	29623	4	20B-2	0
EPI_ISL_444309	29623	1782	19A-1	0
EPI_ISL_486662	29623	42	20A-3	0
EPI_ISL_554722	29623	0	20B-2	0
EPI_ISL_535344	29623	6	20C-1	0
EPI_ISL_569598	29623	0	20A-2	0
EPI_ISL_578695	29623	218	20C-1	0
EPI_ISL_423301	29623	332	20B-1	0
EPI_ISL_526572	29623	0	19B-3	1
EPI_ISL_501564	29623	0	19A-1	0
EPI_ISL_419931	29623	0	20C-1	0
EPI_ISL_567039	29623	0	20B-2	0
EPI_ISL_567093	29623	0	20B-2	0
EPI_ISL_567219	29623	0	20B-2	0
EPI_ISL_532371	29623	0	20B-2	0
EPI_ISL_459350	29623	2331	20B-1	0
EPI_ISL_517077	29623	250	20B-1	0
EPI_ISL_472466	29623	523	20B-2	0
EPI_ISL_557632	29623	0	20B-1	0
EPI_ISL_557873	29623	0	20B-1	0
EPI_ISL_557682	29623	0	20B-1	0
EPI_ISL_558081	29623	0	20B-1	0
EPI_ISL_558102	29623	0	20B-1	0
EPI_ISL_548035	29623	456	20B-1	0
EPI_ISL_429176	29623	519	19B-2	0
EPI_ISL_500149	29623	170	20A-2	0
EPI_ISL_423315	29623	1129	19A-4	0
EPI_ISL_453855	29623	0	20B-2	0
EPI_ISL_470742	29623	854	20C-1	0
EPI_ISL_442419	29623	2334	20B-1	0
EPI_ISL_425853	29623	508	20A-3	0
EPI_ISL_425838	29623	508	20A-3	0
EPI_ISL_425832	29623	508	20A-3	0
EPI_ISL_425831	29623	508	20A-3	0
EPI_ISL_550674	29623	0	20B-1	0
EPI_ISL_496213	29623	1	20C-1	0
EPI_ISL_460788	29623	0	20A-3	0
EPI_ISL_460778	29623	0	20A-3	0
EPI_ISL_550156	29623	0	20A-1	0
EPI_ISL_538057	29623	2256	20A-3	0
EPI_ISL_476142	29623	0	20C-1	0
EPI_ISL_518351	29623	0	20B-2	0
EPI_ISL_564240	29623	0	20B-2	0
EPI_ISL_562969	29623	0	20B-2	0
EPI_ISL_562967	29623	0	20B-2	0
EPI_ISL_564742	29623	0	20B-2	0
EPI_ISL_565812	29623	0	20B-2	0
EPI_ISL_564238	29623	0	20B-2	0
EPI_ISL_471836	29623	560	20A-3	0
EPI_ISL_497123	29623	0	20B-2	0
EPI_ISL_488045	29623	1759	20B-2	0
EPI_ISL_518323	29623	0	20B-2	0
EPI_ISL_473124	29623	448	20A-3	0
EPI_ISL_456555	29623	219	19A-3	0
EPI_ISL_492053	29623	592	20A-3	0
EPI_ISL_539245	29623	2760	20A-3	0
EPI_ISL_457287	29623	0	20B-2	0
EPI_ISL_434214	29623	2	19B-3	0
EPI_ISL_471676	29623	1452	20C-1	0
EPI_ISL_545986	29623	218	20C-1	0
EPI_ISL_453473	29623	0	20B-2	0
EPI_ISL_489301	29623	0	20B-2	0
EPI_ISL_501050	29623	0	20B-2	0
EPI_ISL_472514	59246	1556	20B-2	1
EPI_ISL_517563	29623	1047	20B-2	0
EPI_ISL_434630	29623	0	20B-2	1
EPI_ISL_566058	29623	0	20B-2	0
EPI_ISL_570670	29623	1	20C-1	0
EPI_ISL_448824	29623	31	19B-4	0
EPI_ISL_465883	29623	16	20B-2	0
EPI_ISL_481584	29623	0	20C-1	0
EPI_ISL_477293	29623	0	20C-1	0
EPI_ISL_458178	29623	0	20B-1	0
EPI_ISL_442029	29623	239	20B-1	0
EPI_ISL_432639	29623	239	20B-1	0
EPI_ISL_442003	29623	239	20B-1	0
EPI_ISL_432451	29623	239	20B-1	0
EPI_ISL_436386	29623	0	20A-3	0
EPI_ISL_550423	29623	148	20A-1	0
EPI_ISL_522288	29623	0	20C-1	0
EPI_ISL_552952	29623	347	20B-2	0
EPI_ISL_539750	29623	275	20B-2	0
EPI_ISL_493641	29623	220	19A-4	0
EPI_ISL_469736	29623	686	20B-2	0
EPI_ISL_433787	29623	0	20B-2	0
EPI_ISL_550345	29623	146	20A-3	0
EPI_ISL_424061	29623	363	19A-4	0
EPI_ISL_548779	29623	0	20A-3	0
EPI_ISL_426825	29623	0	19B-4	1
EPI_ISL_489438	29623	297	20B-2	0
EPI_ISL_446139	29623	264	19A-1	0
EPI_ISL_446579	29623	549	20B-2	0
EPI_ISL_543187	29623	218	20C-1	0
EPI_ISL_489822	29623	886	20C-1	0
EPI_ISL_566473	29623	2558	20A-1	0
EPI_ISL_512651	29623	0	20A-3	0
EPI_ISL_471703	29623	607	20A-3	0
EPI_ISL_530563	29623	23	20B-2	0
EPI_ISL_565702	29623	1	20B-2	0
EPI_ISL_421283	29623	0	19A-4	0
EPI_ISL_461006	29623	0	20C-1	0
EPI_ISL_461004	29623	0	20C-1	0
EPI_ISL_461009	29623	0	20C-1	0
EPI_ISL_461008	29623	0	20C-1	0
EPI_ISL_542829	29623	729	20C-1	0
EPI_ISL_440596	29623	1623	20B-1	0
EPI_ISL_485021	29623	775	20C-1	0
EPI_ISL_577347	29623	218	20A-3	1
EPI_ISL_517524	29623	222	20B-2	0
EPI_ISL_543809	29623	218	20C-1	0
EPI_ISL_543011	29623	218	20C-1	0
EPI_ISL_509150	29623	0	20A-3	0
EPI_ISL_454292	29623	0	20A-3	0
EPI_ISL_430570	29623	1096	20C-1	0
EPI_ISL_469345	29623	0	20B-2	0
EPI_ISL_553456	29623	1	20B-2	0
EPI_ISL_441048	29623	1547	19A-4	0
EPI_ISL_542542	29623	282	19B-1	0
EPI_ISL_539349	29623	4	20A-3	0
EPI_ISL_510205	29623	60	20A-3	0
EPI_ISL_434709	29623	120	20A-3	0
EPI_ISL_527931	29623	8	20A-3	0
EPI_ISL_524402	29623	90	20A-1	1
EPI_ISL_477211	29623	0	20A-1	0
EPI_ISL_447308	29623	1	20C-1	0
EPI_ISL_447288	29623	1	20C-1	0
EPI_ISL_547081	29623	22	20A-3	0
EPI_ISL_529410	29623	295	20A-1	0
EPI_ISL_497981	29623	0	19A-4	1
EPI_ISL_469428	29623	0	20B-2	0
EPI_ISL_471779	29623	795	20C-1	0
EPI_ISL_439879	29623	513	20B-2	0
EPI_ISL_511253	29623	0	19A-4	1
EPI_ISL_568949	29623	0	20B-2	0
EPI_ISL_569191	29623	1	20A-1	0
EPI_ISL_482767	29623	26	20A-1	0
EPI_ISL_471899	29623	1	20A-3	0
EPI_ISL_471821	29623	1	20A-3	0
EPI_ISL_471823	29623	1	20A-3	0
EPI_ISL_489621	29623	295	20A-3	0
EPI_ISL_570831	29623	1	20C-1	0
EPI_ISL_422298	29623	787	20B-2	0
EPI_ISL_522370	29623	432	20B-2	0
EPI_ISL_522999	29623	0	20A-3	0
EPI_ISL_423189	29623	469	20B-2	0
EPI_ISL_554166	29623	0	20B-2	0
EPI_ISL_576147	29623	0	20B-2	0
EPI_ISL_543994	29623	304	20B-2	0
EPI_ISL_548116	29623	220	20A-1	1
EPI_ISL_494622	29623	0	20C-1	0
EPI_ISL_421849	29623	371	19A-1	0
EPI_ISL_477307	29623	0	20C-1	0
EPI_ISL_542079	29623	0	20C-1	0
EPI_ISL_542080	29623	0	20C-1	0
EPI_ISL_575309	29623	0	20C-1	0
EPI_ISL_569646	29623	0	20C-1	0
EPI_ISL_575321	29623	0	20C-1	0
EPI_ISL_569658	29623	0	20C-1	0
EPI_ISL_480939	29623	1232	20B-2	0
EPI_ISL_556179	29623	285	20B-2	0
EPI_ISL_447277	29623	27	20A-2	0
EPI_ISL_435084	29623	77	19A-3	1
EPI_ISL_522957	29623	978	20B-2	0
EPI_ISL_523433	29623	0	20A-2	0
EPI_ISL_454617	29623	274	20C-1	0
EPI_ISL_421772	29623	19	20A-2	0
EPI_ISL_482659	29623	881	19A-3	0
EPI_ISL_445116	29623	0	20C-1	0
EPI_ISL_511247	29623	284	20B-2	0
EPI_ISL_564116	29623	0	20B-2	0
EPI_ISL_569482	29623	714	20A-2	0
EPI_ISL_485605	29623	1	20A-3	0
EPI_ISL_531821	29623	109	20B-2	0
EPI_ISL_479573	59246	3539	20B-2	0
EPI_ISL_481017	29623	187	20A-3	0
EPI_ISL_441883	29623	269	20A-3	0
EPI_ISL_472178	29623	1052	19A-4	0
EPI_ISL_525570	29623	0	20B-2	0
EPI_ISL_437898	29623	0	20B-2	0
EPI_ISL_546943	29623	508	20C-1	0
EPI_ISL_525575	29623	0	19A-2	0
EPI_ISL_469573	29623	219	19A-1	0
EPI_ISL_476544	29623	592	19B-3	0
EPI_ISL_484406	29623	2	19B-4	0
EPI_ISL_475538	29623	0	20B-2	0
EPI_ISL_567798	29623	0	20B-2	0
EPI_ISL_567259	29623	0	20B-2	0
EPI_ISL_526653	29623	0	20C-1	0
EPI_ISL_416601	29623	0	19A-1	1
EPI_ISL_527769	29623	1976	20B-2	0
EPI_ISL_564243	29623	1	20B-2	0
EPI_ISL_437304	29623	1	20A-1	0
EPI_ISL_472993	29623	939	20C-1	0
EPI_ISL_520780	29623	0	20B-2	0
EPI_ISL_472540	29623	272	20C-1	0
EPI_ISL_548830	29623	0	20C-1	0
EPI_ISL_519354	29623	0	20B-2	0
EPI_ISL_570608	29623	19	20B-2	1
EPI_ISL_499847	29623	281	20B-2	0
EPI_ISL_478396	29623	1	20B-2	0
EPI_ISL_445413	29623	228	19A-4	0
EPI_ISL_534236	29623	0	20C-1	0
EPI_ISL_438345	29623	296	20B-2	0
EPI_ISL_447036	29623	0	20A-1	0
EPI_ISL_558561	29623	2617	20B-2	0
EPI_ISL_559333	29623	0	20B-2	0
EPI_ISL_425191	29623	389	19B-4	0
EPI_ISL_527980	29623	205	20A-3	0
EPI_ISL_428948	29623	1481	20C-1	0
EPI_ISL_561536	29623	1030	20B-2	0
EPI_ISL_510831	29623	0	20A-3	0
EPI_ISL_557097	29623	0	20B-2	0
EPI_ISL_462697	29623	39	20C-1	0
EPI_ISL_486519	29623	4	20A-3	0
EPI_ISL_543681	29623	1333	20A-3	0
EPI_ISL_439849	29623	295	20A-3	0
EPI_ISL_465659	29623	419	20B-2	0
EPI_ISL_571486	29623	0	20C-1	0
EPI_ISL_458680	29623	748	20B-2	0
EPI_ISL_510304	29623	1262	20A-3	0
EPI_ISL_572161	29623	0	20C-1	0
EPI_ISL_457208	29623	4	20B-2	0
EPI_ISL_427087	29623	389	20B-2	0
EPI_ISL_425350	29623	1603	19A-4	0
EPI_ISL_489582	29623	308	19A-1	0
EPI_ISL_462410	29623	1	20B-2	0
EPI_ISL_535083	29623	515	20B-2	0
EPI_ISL_441734	29623	294	20B-2	0
EPI_ISL_568307	29623	1	20B-2	0
EPI_ISL_495071	29623	0	20A-2	0
EPI_ISL_567512	29623	116	20B-2	1
EPI_ISL_567506	29623	116	20B-2	1
EPI_ISL_578320	29623	265	20A-3	0
EPI_ISL_487367	29623	0	20B-2	0
EPI_ISL_479283	29623	2	20B-2	0
EPI_ISL_570422	29623	0	20B-2	0
EPI_ISL_440142	29623	592	20B-2	0
EPI_ISL_447453	29623	3	20A-2	0
EPI_ISL_568346	29623	0	20B-2	0
EPI_ISL_571388	29623	252	19A-1	0
EPI_ISL_440922	29623	295	20B-2	0
EPI_ISL_440910	29623	295	20B-2	0
EPI_ISL_461726	29623	2	20A-3	0
EPI_ISL_488800	29623	1	20A-3	0
EPI_ISL_479108	29623	0	20B-2	0
EPI_ISL_577171	29623	4	20A-3	0
EPI_ISL_539847	29623	0	20A-3	0
EPI_ISL_488998	29623	0	20A-3	0
EPI_ISL_537392	29623	863	19B-4	0
EPI_ISL_474770	29623	712	20C-1	0
EPI_ISL_448975	29623	1072	20B-2	0
EPI_ISL_422612	29623	0	20A-3	0
EPI_ISL_530816	29623	136	20B-2	0
EPI_ISL_449682	29623	0	20B-2	0
EPI_ISL_449716	29623	0	20B-2	0
EPI_ISL_561149	29623	1895	20A-3	0
EPI_ISL_420281	29623	571	20B-1	0
EPI_ISL_451886	29623	192	20A-3	0
EPI_ISL_552848	29623	1	20B-2	0
EPI_ISL_475006	29623	0	20A-2	0
EPI_ISL_437654	29623	0	20C-1	0
EPI_ISL_488732	29623	203	19B-3	0
EPI_ISL_526561	29623	2666	20A-2	0
EPI_ISL_442688	29623	296	20B-2	0
EPI_ISL_475894	29623	1	20A-3	0
EPI_ISL_470337	29623	856	20B-2	0
EPI_ISL_497293	29623	0	20B-2	0
EPI_ISL_497292	29623	0	20B-2	0
EPI_ISL_574699	29623	1	20A-1	0
EPI_ISL_574698	29623	1	20A-1	0
EPI_ISL_574701	29623	1	20A-1	0
EPI_ISL_568983	29623	0	20C-1	0
EPI_ISL_454093	29623	0	20B-2	0
EPI_ISL_421483	29623	0	20B-2	0
EPI_ISL_558093	29623	0	20B-2	0
EPI_ISL_510905	29623	0	20B-2	0
EPI_ISL_511327	29623	0	20B-2	0
EPI_ISL_558120	29623	0	20B-2	0
EPI_ISL_558013	29623	0	20B-2	0
EPI_ISL_424933	29623	0	20B-2	0
EPI_ISL_495645	29623	384	20A-1	0
EPI_ISL_473391	29623	1330	20B-2	0
EPI_ISL_464951	29623	189	20A-3	0
EPI_ISL_469768	29623	0	20C-1	1
EPI_ISL_446486	29623	21	20A-3	0
EPI_ISL_469184	29623	0	20C-1	0
EPI_ISL_422530	29623	0	20C-1	0
EPI_ISL_524728	29623	0	20A-1	0
EPI_ISL_517149	29623	1685	19A-1	0
EPI_ISL_452349	29623	0	20B-2	0
EPI_ISL_575967	29623	0	20A-3	0
EPI_ISL_446676	29623	797	20B-2	0
EPI_ISL_452702	29623	430	19B-4	0
EPI_ISL_530415	29623	0	20B-2	1
EPI_ISL_571264	29623	0	20C-1	0
EPI_ISL_524686	29623	0	20A-2	0
EPI_ISL_550040	29623	0	20B-2	0
EPI_ISL_472401	29623	5	20B-2	1
EPI_ISL_463545	29623	0	20C-1	0
EPI_ISL_491251	29623	199	20B-2	0
EPI_ISL_508972	29623	0	20A-2	0
EPI_ISL_516396	29623	416	20A-1	0
EPI_ISL_576260	29623	0	20B-2	0
EPI_ISL_489508	29623	295	20B-1	0
EPI_ISL_420410	29623	0	20B-2	0
EPI_ISL_467286	29623	1141	20A-3	0
EPI_ISL_480748	29623	136	20B-2	0
EPI_ISL_525431	29623	0	20A-3	0
EPI_ISL_525435	29623	0	20A-3	0
EPI_ISL_525437	29623	0	20A-3	0
EPI_ISL_443431	29623	561	20B-2	0
EPI_ISL_544831	29623	218	20B-2	0
EPI_ISL_438644	29623	7	20B-2	1
EPI_ISL_577523	29623	110	20A-3	0
EPI_ISL_515962	29623	752	19A-3	0
EPI_ISL_426814	29623	261	20C-1	0
EPI_ISL_422518	29623	1459	20C-1	0
EPI_ISL_440838	29623	822	19A-1	0
EPI_ISL_546861	29623	2	20B-2	0
EPI_ISL_421585	29623	0	20C-1	0
EPI_ISL_517142	29623	772	20B-1	0
EPI_ISL_523486	29623	0	20A-2	0
EPI_ISL_450582	29623	1574	20C-1	0
EPI_ISL_510167	29623	185	19A-4	0
EPI_ISL_488656	29623	1	20C-1	0
EPI_ISL_576251	29623	0	20C-1	1
EPI_ISL_527921	29623	510	20B-2	0
EPI_ISL_565773	29623	2	20B-2	0
EPI_ISL_463447	29623	16	20C-1	0
EPI_ISL_440591	29623	296	20A-3	0
EPI_ISL_515178	59246	1908	20B-1	1
EPI_ISL_417526	29623	0	20A-3	0
EPI_ISL_416749	29623	0	20A-3	0
EPI_ISL_424993	29623	0	20A-3	0
EPI_ISL_557607	29623	1355	20B-2	1
EPI_ISL_532286	29623	257	20A-3	0
EPI_ISL_487372	29623	0	20B-2	0
EPI_ISL_509867	29623	0	20C-1	0
EPI_ISL_479991	29623	0	20C-1	0
EPI_ISL_479992	29623	0	20C-1	0
EPI_ISL_479993	29623	0	20C-1	0
EPI_ISL_479994	29623	0	20C-1	0
EPI_ISL_490612	29623	3	20B-1	0
EPI_ISL_543781	29623	93	20C-1	0
EPI_ISL_557919	29623	1	20B-2	0
EPI_ISL_546019	29623	0	20C-1	0
EPI_ISL_545949	29623	0	20C-1	0
EPI_ISL_500311	29623	187	20A-3	0
EPI_ISL_445404	29623	433	20A-3	0
EPI_ISL_515292	29623	8	19B-2	1
EPI_ISL_453906	29623	0	20A-3	0
EPI_ISL_510782	29623	326	20B-2	0
EPI_ISL_436963	29623	2	20C-1	0
EPI_ISL_464093	29623	0	19B-1	0
EPI_ISL_493206	29623	0	19B-1	0
EPI_ISL_515314	29623	4	20A-3	1
EPI_ISL_578181	29623	0	19A-1	1
EPI_ISL_457629	29623	458	20B-1	0
EPI_ISL_568124	29623	0	20A-3	0
EPI_ISL_493072	29623	0	20A-3	3
EPI_ISL_420680	29623	1222	19A-4	0
EPI_ISL_577344	29623	1148	20B-2	0
EPI_ISL_562700	29623	0	20B-2	0
EPI_ISL_535090	29623	755	20A-3	0
EPI_ISL_540025	29623	32	20A-1	0
EPI_ISL_526225	29623	0	20A-3	0
EPI_ISL_458216	29623	0	20C-1	0
EPI_ISL_427047	29623	712	19A-2	0
EPI_ISL_515217	29623	1103	20A-3	0
EPI_ISL_576615	29623	0	20A-3	1
EPI_ISL_418799	29623	0	19A-1	0
EPI_ISL_489251	29623	193	20B-2	0
EPI_ISL_449086	29623	138	20A-3	0
EPI_ISL_481800	29623	1	20B-2	0
EPI_ISL_423913	29623	328	19A-4	0
EPI_ISL_549524	29623	0	20A-1	1
EPI_ISL_552429	29623	0	20A-1	1
EPI_ISL_547836	29623	17	20C-1	0
EPI_ISL_461367	29623	0	20A-3	0
EPI_ISL_440091	29623	296	19A-4	0
EPI_ISL_529565	29623	0	20B-2	0
EPI_ISL_529564	29623	0	20B-2	0
EPI_ISL_529563	29623	0	20B-2	0
EPI_ISL_529562	29623	0	20B-2	0
EPI_ISL_529561	29623	0	20B-2	0
EPI_ISL_529530	29623	0	20B-2	0
EPI_ISL_423063	29623	49	20B-2	0
EPI_ISL_417344	29623	0	19B-3	0
EPI_ISL_425518	29623	1	20A-3	0
EPI_ISL_457456	29623	0	20A-3	0
EPI_ISL_449084	29623	0	20A-3	0
EPI_ISL_449082	29623	0	20A-3	0
EPI_ISL_448402	29623	4	19A-4	0
EPI_ISL_543095	29623	220	20A-3	0
EPI_ISL_555930	29623	0	20B-1	0
EPI_ISL_508061	29623	1286	20A-2	0
EPI_ISL_534624	29623	21	20B-2	0
EPI_ISL_522804	29623	0	20C-1	0
EPI_ISL_466060	29623	815	20B-2	0
EPI_ISL_448031	29623	891	20B-2	0
EPI_ISL_438246	29623	4	19B-1	0
EPI_ISL_530194	29623	0	20B-2	0
EPI_ISL_570366	29623	58	20C-1	0
EPI_ISL_443881	29623	295	19A-4	1
EPI_ISL_566816	29623	0	20A-1	0
EPI_ISL_547629	29623	97	20C-1	0
EPI_ISL_535155	29623	477	20A-3	0
EPI_ISL_432421	29623	256	20B-2	0
EPI_ISL_552165	29623	1	20A-3	0
EPI_ISL_447814	29623	441	20A-3	0
EPI_ISL_509105	29623	151	20A-1	0
EPI_ISL_416539	29623	0	19B-2	2
EPI_ISL_422365	29623	1723	20B-1	0
EPI_ISL_545611	29623	0	20C-1	0
EPI_ISL_552683	29623	0	20A-3	0
EPI_ISL_457906	29623	267	20A-3	0
EPI_ISL_565709	29623	21	20B-2	1
EPI_ISL_545100	29623	219	20B-2	1
EPI_ISL_522679	29623	1	19B-4	1
EPI_ISL_469883	29623	0	20A-3	0
EPI_ISL_540467	29623	0	20B-1	0
EPI_ISL_416384	29623	253	19A-1	0
EPI_ISL_496064	29623	0	20C-1	1
EPI_ISL_464155	29623	0	20B-2	0
EPI_ISL_507689	29623	34	20C-1	0
EPI_ISL_500160	29623	1382	20B-2	1
EPI_ISL_522534	29623	11	20C-1	0
EPI_ISL_485975	29623	0	20C-1	0
EPI_ISL_510212	29623	184	20A-3	0
EPI_ISL_491647	29623	91	19A-1	0
EPI_ISL_556472	29623	446	20B-2	0
EPI_ISL_520457	29623	1306	20B-2	0
EPI_ISL_495271	29623	198	20B-2	0
EPI_ISL_481545	29623	0	20C-1	0
EPI_ISL_515343	29623	2111	19B-3	2
EPI_ISL_473507	29623	3	20B-2	0
EPI_ISL_577466	29623	0	20A-3	0
EPI_ISL_573103	29623	0	20A-3	1
EPI_ISL_523915	29623	4	20A-2	0
EPI_ISL_542536	29623	252	20B-2	0
EPI_ISL_534244	29623	0	20A-3	0
EPI_ISL_478227	29623	4	20A-3	0
EPI_ISL_478209	29623	4	20A-3	0
EPI_ISL_461517	29623	223	20B-2	0
EPI_ISL_459962	29623	0	20B-2	0
EPI_ISL_459963	29623	0	20B-2	0
EPI_ISL_433689	29623	0	20B-2	0
EPI_ISL_441143	29623	296	20A-3	0
EPI_ISL_440405	29623	296	20A-3	0
EPI_ISL_572439	29623	1283	20B-1	0
EPI_ISL_529807	29623	420	20C-1	0
EPI_ISL_421419	29623	0	20C-1	0
EPI_ISL_510311	29623	185	20B-2	0
EPI_ISL_510437	29623	185	20B-2	0
EPI_ISL_481202	29623	0	20B-2	0
EPI_ISL_452511	29623	340	20A-3	0
EPI_ISL_484284	29623	223	20A-3	0
EPI_ISL_508779	29623	113	19B-3	0
EPI_ISL_567782	29623	285	20A-3	0
EPI_ISL_458337	29623	295	20A-3	0
EPI_ISL_436645	29623	0	19A-1	0
EPI_ISL_436647	29623	0	19A-1	0
EPI_ISL_436641	29623	0	19A-1	0
EPI_ISL_436643	29623	0	19A-1	0
EPI_ISL_436669	29623	0	19A-1	0
EPI_ISL_436657	29623	0	19A-1	0
EPI_ISL_436652	29623	0	19A-1	0
EPI_ISL_436653	29623	0	19A-1	0
EPI_ISL_436650	29623	0	19A-1	0
EPI_ISL_436918	29623	747	20A-1	0
EPI_ISL_560499	29623	247	20A-3	0
EPI_ISL_532465	29623	1	20B-2	0
EPI_ISL_459277	29623	396	20B-1	0
EPI_ISL_420568	29623	2	20B-2	0
EPI_ISL_467804	29623	0	20C-1	0
EPI_ISL_477661	29623	0	20C-1	0
EPI_ISL_539613	29623	0	20A-3	0
EPI_ISL_526547	29623	4	20A-3	0
EPI_ISL_546146	29623	0	20A-3	0
EPI_ISL_578241	29623	274	20B-2	0
EPI_ISL_447654	29623	0	19A-4	0
EPI_ISL_545794	29623	0	20C-1	0
EPI_ISL_516486	29623	0	20C-1	0
EPI_ISL_570048	29623	0	20C-1	0
EPI_ISL_419885	29623	0	19B-3	0
EPI_ISL_449608	29623	295	20A-3	0
EPI_ISL_540960	29623	0	20B-2	0
EPI_ISL_446484	29623	237	19A-1	2
EPI_ISL_541949	29623	279	20A-3	0
EPI_ISL_483144	29623	388	20C-1	0
EPI_ISL_577492	29623	0	20A-3	0
EPI_ISL_574179	29623	0	20A-3	0
EPI_ISL_479354	29623	350	20A-3	1
EPI_ISL_521930	29623	184	20B-2	0
EPI_ISL_576612	29623	0	20B-2	0
EPI_ISL_551712	29623	1	20B-1	0
EPI_ISL_465521	29623	185	20B-1	0
EPI_ISL_436807	29623	27	20C-1	0
EPI_ISL_520407	29623	621	20B-2	0
EPI_ISL_544520	29623	0	20A-1	1
EPI_ISL_538951	29623	0	20B-1	0
EPI_ISL_538765	29623	0	20B-1	0
EPI_ISL_507997	29623	2546	20C-1	0
EPI_ISL_527848	29623	702	20B-2	0
EPI_ISL_516826	29623	13	19A-3	0
EPI_ISL_566128	29623	278	20B-2	0
EPI_ISL_451100	29623	0	20A-2	0
EPI_ISL_421957	29623	117	20B-2	0
EPI_ISL_420970	29623	9	19A-1	0
EPI_ISL_533396	29623	975	20B-2	0
EPI_ISL_435150	29623	3	20B-2	0
EPI_ISL_550064	29623	0	20B-2	0
EPI_ISL_526407	29623	2	20B-2	0
EPI_ISL_514618	29623	0	19B-3	1
EPI_ISL_522623	29623	717	20C-1	0
EPI_ISL_460556	29623	4	20C-1	0
EPI_ISL_484407	29623	2	20B-2	0
EPI_ISL_499655	29623	256	20A-2	0
EPI_ISL_472024	29623	2108	20B-1	0
EPI_ISL_508121	29623	522	20A-2	1
EPI_ISL_497211	29623	0	20B-2	0
EPI_ISL_483627	29623	0	20B-2	1
EPI_ISL_419863	29623	0	20A-2	0
EPI_ISL_459125	29623	188	19A-1	0
EPI_ISL_508271	29623	0	20B-2	0
EPI_ISL_501020	29623	0	20A-3	0
EPI_ISL_531668	29623	0	20B-2	0
EPI_ISL_420823	29623	635	20C-1	0
EPI_ISL_473123	29623	492	20B-2	0
EPI_ISL_416389	29623	1	19A-1	0
EPI_ISL_457428	29623	755	20B-2	1
EPI_ISL_539167	29623	0	20A-1	0
EPI_ISL_499299	29623	222	20A-3	0
EPI_ISL_468141	29623	0	20A-3	0
EPI_ISL_496146	29623	0	20B-2	0
EPI_ISL_432976	29623	452	19A-1	0
EPI_ISL_516271	29623	436	20C-1	0
EPI_ISL_478582	29623	3	20B-2	0
EPI_ISL_436850	29623	1	19B-2	0
EPI_ISL_476790	29623	2	20C-1	0
EPI_ISL_454386	29623	0	20C-1	0
EPI_ISL_558258	29623	0	20B-2	0
EPI_ISL_551285	29623	159	20B-2	0
EPI_ISL_553769	29623	159	20B-2	0
EPI_ISL_554021	29623	159	20B-2	0
EPI_ISL_464319	29623	315	20A-3	0
EPI_ISL_455286	29623	0	20B-2	0
EPI_ISL_531488	29623	542	20A-3	0
EPI_ISL_473400	29623	223	20A-3	0
EPI_ISL_557301	29623	430	20B-2	0
EPI_ISL_475551	29623	0	19A-2	1
EPI_ISL_467573	29623	1563	20C-1	0
EPI_ISL_494706	29623	0	20C-1	0
EPI_ISL_536192	29623	603	20A-3	0
EPI_ISL_498720	29623	0	20C-1	0
EPI_ISL_449440	29623	2547	20B-2	0
EPI_ISL_482194	29623	580	19A-4	0
EPI_ISL_529598	29623	2	19A-1	0
EPI_ISL_500867	29623	614	20B-2	0
EPI_ISL_436301	29623	231	20A-3	0
EPI_ISL_467565	29623	485	20C-1	0
EPI_ISL_454929	29623	0	19A-1	0
EPI_ISL_482987	29623	0	20C-1	0
EPI_ISL_462021	29623	2	20A-3	0
EPI_ISL_498697	29623	0	20B-2	1
EPI_ISL_513850	29623	1	20C-1	0
EPI_ISL_560308	29623	0	20B-2	0
EPI_ISL_454546	29623	69	19A-3	0
EPI_ISL_577039	29623	514	20A-3	0
EPI_ISL_475419	29623	2	20B-2	0
EPI_ISL_562143	29623	312	20B-2	0
EPI_ISL_525308	29623	2527	20C-1	0
EPI_ISL_544874	29623	218	20A-1	0
EPI_ISL_529860	29623	1159	20C-1	0
EPI_ISL_573437	29623	0	20B-2	1
EPI_ISL_546953	29623	218	20C-1	0
EPI_ISL_448371	29623	2	20A-3	0
EPI_ISL_492893	29623	1	20B-2	0
EPI_ISL_578066	29623	434	20A-3	0
EPI_ISL_420710	29623	303	20B-2	0
EPI_ISL_511177	29623	0	19B-4	0
EPI_ISL_447129	29623	0	20A-3	0
EPI_ISL_471628	29623	0	20B-2	0
EPI_ISL_470668	29623	130	20C-1	0
EPI_ISL_495090	29623	3	19A-4	0
EPI_ISL_573510	29623	1	20B-2	1
EPI_ISL_573495	29623	1	20B-2	1
EPI_ISL_573496	29623	1	20B-2	1
EPI_ISL_573497	29623	1	20B-2	1
EPI_ISL_573490	29623	1	20B-2	1
EPI_ISL_573479	29623	1	20B-2	1
EPI_ISL_573509	29623	1	20B-2	1
EPI_ISL_573503	29623	1	20B-2	1
EPI_ISL_573507	29623	1	20B-2	1
EPI_ISL_573521	29623	1	20B-2	1
EPI_ISL_573523	29623	1	20B-2	1
EPI_ISL_573483	29623	1	20B-2	1
EPI_ISL_573481	29623	1	20B-2	1
EPI_ISL_528631	29623	594	20B-2	0
