accession	parent_clade1	parent_clade2	tclade1_dist	clade2_dist	num_supporting_SNPs	recombination_break_points	breakpoint_midpoint_sites
EPI_ISL_512990	20C-1	19B-4	4	9	13	5	1930,5791,9011,24365,25653
EPI_ISL_512990	20A-2	19B-1	3	11	14	5	247,5861,11477,24680,26028
EPI_ISL_512990	20B-2	19B-1	5	11	16	5	247,5861,11477,28394,29173
EPI_ISL_512990	20B-1	19B-2	7	4	11	6	1521,5791,12134,23449,25819,28394
EPI_ISL_512990	20B-1	19B-3	7	7	14	6	1521,5791,12134,23449,25819,28394
EPI_ISL_512990	20A-1	19B-2	4	4	8	7	1521,5791,11477,16524,21022,24365,26735
EPI_ISL_512990	20A-1	19B-3	4	7	11	7	1521,5791,11477,18350,21022,24365,26735
EPI_ISL_512990	20A-1	19B-4	4	9	13	7	1521,5791,9011,16723,21022,24365,25653
EPI_ISL_512990	20A-1	19B-1	4	11	15	7	247,5861,11477,18688,21022,24680,26028
EPI_ISL_512990	20C-1	19B-1	4	11	15	7	247,656,1930,5861,11477,24680,26028
EPI_ISL_512990	20B-1	19B-1	7	11	18	7	247,5861,12134,23449,23764,28394,29173
EPI_ISL_512990	20B-1	19B-4	7	9	16	8	1521,5791,9011,9669,12134,23449,24737,28754
EPI_ISL_512995	20B-2	19A-1	2	5	7	4	1521,8604,18787,26024
EPI_ISL_512995	20B-1	19A-1	4	5	9	4	1521,12134,18787,26188
EPI_ISL_512995	20B-2	19B-2	2	7	9	4	1521,5791,18787,25655
EPI_ISL_512995	20B-2	19A-2	2	8	10	4	2099,6942,18787,25927
EPI_ISL_512995	20B-2	19A-4	2	8	10	4	1521,6942,18986,24655
EPI_ISL_512995	19A-4	20B-1	8	4	12	4	1521,10472,18986,24819
EPI_ISL_512995	20B-1	19A-2	4	8	12	4	2099,10472,18787,26091
EPI_ISL_512995	20B-2	19A-3	2	10	12	4	1521,4556,18787,23548
EPI_ISL_512995	20B-2	19B-3	2	10	12	4	1521,5791,20613,25655
EPI_ISL_512995	20B-2	19B-4	2	12	14	4	1521,5791,18986,24573
EPI_ISL_512995	20B-2	19B-1	2	14	16	4	1645,2989,20951,23600
EPI_ISL_512995	20B-1	19B-2	4	7	11	6	1521,5791,9321,12134,18787,25819
EPI_ISL_512995	20B-1	19A-3	4	10	14	6	1521,4556,8086,10472,18787,23712
EPI_ISL_512995	20B-1	19B-3	4	10	14	6	1521,5791,9321,12134,20613,25819
EPI_ISL_512995	20B-1	19B-4	4	12	16	6	1521,5791,9669,12134,18986,24737
EPI_ISL_512995	20B-1	19B-1	4	14	18	6	1645,2989,9321,12134,20951,23764
EPI_ISL_512997	20A-1	19B-2	3	5	8	4	5791,11477,21022,26735
EPI_ISL_512997	20A-1	19B-3	3	8	11	4	5791,11477,21022,26735
EPI_ISL_512997	20A-1	19B-4	3	10	13	4	5791,9011,21022,25653
EPI_ISL_512997	20A-1	19B-1	3	12	15	6	5861,11477,21022,23600,24680,26028
EPI_ISL_513012	20B-2	19A-1	2	5	7	4	1521,8604,18787,26024
EPI_ISL_513012	20B-1	19A-1	4	5	9	4	1521,12134,18787,26188
EPI_ISL_513012	20B-2	19B-2	2	7	9	4	1521,5791,18787,25655
EPI_ISL_513012	20B-2	19A-2	2	8	10	4	2099,6942,18787,25927
EPI_ISL_513012	20B-2	19A-4	2	8	10	4	1521,6942,18986,24655
EPI_ISL_513012	19A-4	20B-1	8	4	12	4	1521,10472,18986,24819
EPI_ISL_513012	20B-1	19A-2	4	8	12	4	2099,10472,18787,26091
EPI_ISL_513012	20B-2	19A-3	2	10	12	4	1521,4556,18787,23548
EPI_ISL_513012	20B-2	19B-3	2	10	12	4	1521,5791,20613,25655
EPI_ISL_513012	20B-2	19B-4	2	12	14	4	1521,5791,18986,24573
EPI_ISL_513012	20B-2	19B-1	2	14	16	4	1645,2989,20951,23600
EPI_ISL_513012	20B-1	19B-2	4	7	11	6	1521,5791,9321,12134,18787,25819
EPI_ISL_513012	20B-1	19A-3	4	10	14	6	1521,4556,8086,10472,18787,23712
EPI_ISL_513012	20B-1	19B-3	4	10	14	6	1521,5791,9321,12134,20613,25819
EPI_ISL_513012	20B-1	19B-4	4	12	16	6	1521,5791,9669,12134,18986,24737
EPI_ISL_513012	20B-1	19B-1	4	14	18	6	1645,2989,9321,12134,20951,23764
EPI_ISL_513020	19A-1	20A-1	4	2	6	3	1521,8604,24365
EPI_ISL_513020	20A-1	19B-2	2	6	8	4	1521,5791,24365,26735
EPI_ISL_513020	19A-2	20A-1	7	2	9	4	2099,6942,24365,27007
EPI_ISL_513020	19A-4	20A-1	7	2	9	4	1521,6942,24365,25735
EPI_ISL_513020	19A-3	20A-1	9	2	11	4	1521,4556,24628,26819
EPI_ISL_513020	20A-1	19B-3	2	9	11	4	1521,5791,24365,26735
EPI_ISL_513020	20A-1	19B-4	2	11	13	4	1521,5791,24365,25653
EPI_ISL_513020	20A-1	19B-1	2	13	15	4	1645,2989,24680,26028
EPI_ISL_513021	20B-2	19A-1	2	5	7	4	1521,8604,18787,26024
EPI_ISL_513021	20B-1	19A-1	4	5	9	4	1521,12134,18787,26188
EPI_ISL_513021	20B-2	19B-2	2	7	9	4	1521,5791,18787,25655
EPI_ISL_513021	20B-2	19A-2	2	8	10	4	2099,6942,18787,25927
EPI_ISL_513021	20B-2	19A-4	2	8	10	4	1521,6942,18986,24655
EPI_ISL_513021	19A-4	20B-1	8	4	12	4	1521,10472,18986,24819
EPI_ISL_513021	20B-1	19A-2	4	8	12	4	2099,10472,18787,26091
EPI_ISL_513021	20B-2	19A-3	2	10	12	4	1521,4556,18787,23548
EPI_ISL_513021	20B-2	19B-3	2	10	12	4	1521,5791,20613,25655
EPI_ISL_513021	20B-2	19B-4	2	12	14	4	1521,5791,18986,24573
EPI_ISL_513021	20B-2	19B-1	2	14	16	4	1645,2989,20951,23600
EPI_ISL_513021	20B-1	19B-2	4	7	11	6	1521,5791,9321,12134,18787,25819
EPI_ISL_513021	20B-1	19A-3	4	10	14	6	1521,4556,8086,10472,18787,23712
EPI_ISL_513021	20B-1	19B-3	4	10	14	6	1521,5791,9321,12134,20613,25819
EPI_ISL_513021	20B-1	19B-4	4	12	16	6	1521,5791,9669,12134,18986,24737
EPI_ISL_513021	20B-1	19B-1	4	14	18	6	1645,2989,9321,12134,20951,23764
EPI_ISL_513046	20B-2	19A-1	2	5	7	4	1521,8604,18787,26024
EPI_ISL_513046	20B-1	19A-1	4	5	9	4	1521,12134,18787,26188
EPI_ISL_513046	20B-2	19B-2	2	7	9	4	1521,5791,18787,25655
EPI_ISL_513046	20B-2	19A-2	2	8	10	4	2099,6942,18787,25927
EPI_ISL_513046	20B-2	19A-4	2	8	10	4	1521,6942,18986,24655
EPI_ISL_513046	19A-4	20B-1	8	4	12	4	1521,10472,18986,24819
EPI_ISL_513046	20B-1	19A-2	4	8	12	4	2099,10472,18787,26091
EPI_ISL_513046	20B-2	19A-3	2	10	12	4	1521,4556,18787,23548
EPI_ISL_513046	20B-2	19B-3	2	10	12	4	1521,5791,20613,25655
EPI_ISL_513046	20B-2	19B-4	2	12	14	4	1521,5791,18986,24573
EPI_ISL_513046	20B-2	19B-1	2	14	16	4	1645,2989,20951,23600
EPI_ISL_513046	20B-1	19B-2	4	7	11	6	1521,5791,9321,12134,18787,25819
EPI_ISL_513046	20B-1	19A-3	4	10	14	6	1521,4556,8086,10472,18787,23712
EPI_ISL_513046	20B-1	19B-3	4	10	14	6	1521,5791,9321,12134,20613,25819
EPI_ISL_513046	20B-1	19B-4	4	12	16	6	1521,5791,9669,12134,18986,24737
EPI_ISL_513046	20B-1	19B-1	4	14	18	6	1645,2989,9321,12134,20951,23764
EPI_ISL_513050	19A-1	20A-1	3	3	6	3	1521,8604,21022
EPI_ISL_513050	20A-1	19B-2	3	5	8	4	1521,5791,21022,26735
EPI_ISL_513050	19A-2	20A-1	6	3	9	4	2099,6942,21022,27007
EPI_ISL_513050	19A-4	20A-1	6	3	9	4	1521,6942,21022,25735
EPI_ISL_513050	20A-1	19B-3	3	8	11	4	1521,5791,21022,26735
EPI_ISL_513050	20A-1	19B-4	3	10	13	4	1521,5791,21022,25653
EPI_ISL_513050	19A-3	20A-1	8	3	11	6	1521,4556,21022,23548,24628,26819
EPI_ISL_513050	20A-1	19B-1	3	12	15	6	1645,2989,21022,23600,24680,26028
EPI_ISL_513063	19A-1	20A-2	3	2	5	4	1521,8604,18787,24365
EPI_ISL_513063	19A-1	20A-1	3	3	6	4	1521,8604,16524,24365
EPI_ISL_513063	19A-1	20C-1	3	3	6	4	532,8604,18787,24365
EPI_ISL_513063	20A-2	19B-2	2	5	7	4	1521,5791,18787,24365
EPI_ISL_513063	19A-2	20A-2	6	2	8	4	2099,6942,18787,24365
EPI_ISL_513063	19A-4	20A-2	6	2	8	4	1521,6942,18986,24365
EPI_ISL_513063	20A-1	19B-2	3	5	8	4	1521,5791,16524,24365
EPI_ISL_513063	20C-1	19B-2	3	5	8	4	532,5791,18787,24365
EPI_ISL_513063	19A-2	20A-1	6	3	9	4	2099,6942,16524,24365
EPI_ISL_513063	19A-4	20A-1	6	3	9	4	1521,6942,16723,24365
EPI_ISL_513063	19A-4	20C-1	6	3	9	4	532,6942,18986,24365
EPI_ISL_513063	19A-3	20A-2	8	2	10	4	1521,4556,18787,23548
EPI_ISL_513063	20A-2	19B-3	2	8	10	4	1521,5791,20613,24365
EPI_ISL_513063	19A-3	20A-1	8	3	11	4	1521,4556,16524,23548
EPI_ISL_513063	19A-3	20C-1	8	3	11	4	532,4556,18787,23548
EPI_ISL_513063	20A-1	19B-3	3	8	11	4	1521,5791,18350,24365
EPI_ISL_513063	20C-1	19B-3	3	8	11	4	532,5791,20613,24365
EPI_ISL_513063	20A-2	19B-4	2	10	12	4	1521,5791,18986,24365
EPI_ISL_513063	20A-1	19B-4	3	10	13	4	1521,5791,16723,24365
EPI_ISL_513063	20C-1	19B-4	3	10	13	4	532,5791,18986,24365
EPI_ISL_513063	20A-2	19B-1	2	12	14	4	1645,2989,20951,23600
EPI_ISL_513063	20A-1	19B-1	3	12	15	4	1645,2989,18688,23600
EPI_ISL_513063	20C-1	19B-1	3	12	15	4	656,2989,20951,23600
EPI_ISL_513063	19A-2	20C-1	6	3	9	6	532,1110,2099,6942,18787,24365
EPI_ISL_513074	19A-1	20A-2	3	2	5	4	1521,8604,18787,24365
EPI_ISL_513074	19A-1	20A-1	3	3	6	4	1521,8604,16524,24365
EPI_ISL_513074	19A-1	20C-1	3	3	6	4	532,8604,18787,24365
EPI_ISL_513074	20A-2	19B-2	2	5	7	4	1521,5791,18787,24365
EPI_ISL_513074	19A-2	20A-2	6	2	8	4	2099,6942,18787,24365
EPI_ISL_513074	19A-4	20A-2	6	2	8	4	1521,6942,18986,24365
EPI_ISL_513074	20A-1	19B-2	3	5	8	4	1521,5791,16524,24365
EPI_ISL_513074	20C-1	19B-2	3	5	8	4	532,5791,18787,24365
EPI_ISL_513074	19A-2	20A-1	6	3	9	4	2099,6942,16524,24365
EPI_ISL_513074	19A-4	20A-1	6	3	9	4	1521,6942,16723,24365
EPI_ISL_513074	19A-4	20C-1	6	3	9	4	532,6942,18986,24365
EPI_ISL_513074	19A-3	20A-2	8	2	10	4	1521,4556,18787,23548
EPI_ISL_513074	20A-2	19B-3	2	8	10	4	1521,5791,20613,24365
EPI_ISL_513074	19A-3	20A-1	8	3	11	4	1521,4556,16524,23548
EPI_ISL_513074	19A-3	20C-1	8	3	11	4	532,4556,18787,23548
EPI_ISL_513074	20A-1	19B-3	3	8	11	4	1521,5791,18350,24365
EPI_ISL_513074	20C-1	19B-3	3	8	11	4	532,5791,20613,24365
EPI_ISL_513074	20A-2	19B-4	2	10	12	4	1521,5791,18986,24365
EPI_ISL_513074	20A-1	19B-4	3	10	13	4	1521,5791,16723,24365
EPI_ISL_513074	20C-1	19B-4	3	10	13	4	532,5791,18986,24365
EPI_ISL_513074	20A-2	19B-1	2	12	14	4	1645,2989,20951,23600
EPI_ISL_513074	20A-1	19B-1	3	12	15	4	1645,2989,18688,23600
EPI_ISL_513074	20C-1	19B-1	3	12	15	4	656,2989,20951,23600
EPI_ISL_513074	19A-2	20C-1	6	3	9	6	532,1110,2099,6942,18787,24365
EPI_ISL_513091	19A-1	20A-2	3	2	5	4	1521,8604,18787,24365
EPI_ISL_513091	19A-1	20A-1	3	3	6	4	1521,8604,16524,24365
EPI_ISL_513091	19A-1	20C-1	3	3	6	4	532,8604,18787,24365
EPI_ISL_513091	20A-2	19B-2	2	5	7	4	1521,5791,18787,24365
EPI_ISL_513091	19A-2	20A-2	6	2	8	4	2099,6942,18787,24365
EPI_ISL_513091	19A-4	20A-2	6	2	8	4	1521,6942,18986,24365
EPI_ISL_513091	20A-1	19B-2	3	5	8	4	1521,5791,16524,24365
EPI_ISL_513091	20C-1	19B-2	3	5	8	4	532,5791,18787,24365
EPI_ISL_513091	19A-2	20A-1	6	3	9	4	2099,6942,16524,24365
EPI_ISL_513091	19A-4	20A-1	6	3	9	4	1521,6942,16723,24365
EPI_ISL_513091	19A-4	20C-1	6	3	9	4	532,6942,18986,24365
EPI_ISL_513091	19A-3	20A-2	8	2	10	4	1521,4556,18787,23548
EPI_ISL_513091	20A-2	19B-3	2	8	10	4	1521,5791,20613,24365
EPI_ISL_513091	19A-3	20A-1	8	3	11	4	1521,4556,16524,23548
EPI_ISL_513091	19A-3	20C-1	8	3	11	4	532,4556,18787,23548
EPI_ISL_513091	20A-1	19B-3	3	8	11	4	1521,5791,18350,24365
EPI_ISL_513091	20C-1	19B-3	3	8	11	4	532,5791,20613,24365
EPI_ISL_513091	20A-2	19B-4	2	10	12	4	1521,5791,18986,24365
EPI_ISL_513091	20A-1	19B-4	3	10	13	4	1521,5791,16723,24365
EPI_ISL_513091	20C-1	19B-4	3	10	13	4	532,5791,18986,24365
EPI_ISL_513091	20A-2	19B-1	2	12	14	4	1645,2989,20951,23600
EPI_ISL_513091	20A-1	19B-1	3	12	15	4	1645,2989,18688,23600
EPI_ISL_513091	20C-1	19B-1	3	12	15	4	656,2989,20951,23600
EPI_ISL_513091	19A-2	20C-1	6	3	9	6	532,1110,2099,6942,18787,24365
EPI_ISL_513094	19A-1	20A-1	4	2	6	4	1521,8604,21022,24365
EPI_ISL_513094	20A-1	19B-2	2	6	8	4	1521,5791,21022,24365
EPI_ISL_513094	19A-2	20A-1	7	2	9	4	2099,6942,21022,24365
EPI_ISL_513094	19A-4	20A-1	7	2	9	4	1521,6942,21022,24365
EPI_ISL_513094	19A-3	20A-1	9	2	11	4	1521,4556,21022,23548
EPI_ISL_513094	20A-1	19B-3	2	9	11	4	1521,5791,21022,24365
EPI_ISL_513094	20A-1	19B-4	2	11	13	4	1521,5791,21022,24365
EPI_ISL_513094	20A-1	19B-1	2	13	15	4	1645,2989,21022,23600
EPI_ISL_513114	19A-1	20A-1	4	2	6	4	1521,8604,21022,24365
EPI_ISL_513114	20A-1	19B-2	2	6	8	4	1521,5791,21022,24365
EPI_ISL_513114	19A-2	20A-1	7	2	9	4	2099,6942,21022,24365
EPI_ISL_513114	19A-4	20A-1	7	2	9	4	1521,6942,21022,24365
EPI_ISL_513114	19A-3	20A-1	9	2	11	4	1521,4556,21022,23548
EPI_ISL_513114	20A-1	19B-3	2	9	11	4	1521,5791,21022,24365
EPI_ISL_513114	20A-1	19B-4	2	11	13	4	1521,5791,21022,24365
EPI_ISL_513114	20A-1	19B-1	2	13	15	4	1645,2989,21022,23600
EPI_ISL_513116	19A-1	20A-2	3	2	5	4	1521,8604,18787,24365
EPI_ISL_513116	19A-1	20A-1	3	3	6	4	1521,8604,16524,24365
EPI_ISL_513116	19A-1	20C-1	3	3	6	4	532,8604,18787,24365
EPI_ISL_513116	20A-2	19B-2	2	5	7	4	1521,5791,18787,24365
EPI_ISL_513116	19A-2	20A-2	6	2	8	4	2099,6942,18787,24365
EPI_ISL_513116	19A-4	20A-2	6	2	8	4	1521,6942,18986,24365
EPI_ISL_513116	20A-1	19B-2	3	5	8	4	1521,5791,16524,24365
EPI_ISL_513116	20C-1	19B-2	3	5	8	4	532,5791,18787,24365
EPI_ISL_513116	19A-2	20A-1	6	3	9	4	2099,6942,16524,24365
EPI_ISL_513116	19A-4	20A-1	6	3	9	4	1521,6942,16723,24365
EPI_ISL_513116	19A-4	20C-1	6	3	9	4	532,6942,18986,24365
EPI_ISL_513116	19A-3	20A-2	8	2	10	4	1521,4556,18787,23548
EPI_ISL_513116	20A-2	19B-3	2	8	10	4	1521,5791,20613,24365
EPI_ISL_513116	19A-3	20A-1	8	3	11	4	1521,4556,16524,23548
EPI_ISL_513116	19A-3	20C-1	8	3	11	4	532,4556,18787,23548
EPI_ISL_513116	20A-1	19B-3	3	8	11	4	1521,5791,18350,24365
EPI_ISL_513116	20C-1	19B-3	3	8	11	4	532,5791,20613,24365
EPI_ISL_513116	20A-2	19B-4	2	10	12	4	1521,5791,18986,24365
EPI_ISL_513116	20A-1	19B-4	3	10	13	4	1521,5791,16723,24365
EPI_ISL_513116	20C-1	19B-4	3	10	13	4	532,5791,18986,24365
EPI_ISL_513116	20A-2	19B-1	2	12	14	4	1645,2989,20951,23600
EPI_ISL_513116	20A-1	19B-1	3	12	15	4	1645,2989,18688,23600
EPI_ISL_513116	20C-1	19B-1	3	12	15	4	656,2989,20951,23600
EPI_ISL_513116	19A-2	20C-1	6	3	9	6	532,1110,2099,6942,18787,24365
EPI_ISL_513172	19A-1	20A-1	4	2	6	1	21022
EPI_ISL_513172	20A-1	19B-2	2	6	8	2	21022,26735
EPI_ISL_513172	19A-2	20A-1	7	2	9	2	21022,27007
EPI_ISL_513172	19A-4	20A-1	7	2	9	2	21022,25735
EPI_ISL_513172	20A-1	19B-3	2	9	11	2	21022,26735
EPI_ISL_513172	20A-1	19B-4	2	11	13	2	21022,25653
EPI_ISL_513172	19A-3	20A-1	9	2	11	4	21022,23548,24628,26819
EPI_ISL_513172	20A-1	19B-1	2	13	15	4	21022,23600,24680,26028
EPI_ISL_513173	20A-1	19B-2	2	6	8	2	1521,11477
EPI_ISL_513173	20A-1	19B-3	2	9	11	2	1521,11477
EPI_ISL_513173	20A-1	19B-4	2	11	13	2	1521,9011
EPI_ISL_513173	20A-1	19B-1	2	13	15	4	1645,2989,5861,11477
EPI_ISL_513178	20A-3	19B-2	3	3	6	2	1521,18787
EPI_ISL_513178	20A-3	19B-3	3	6	9	2	1521,15959
EPI_ISL_513178	20B-2	19B-2	6	3	9	3	1521,18787,28394
EPI_ISL_513178	20B-2	19B-3	6	6	12	3	1521,15959,28394
EPI_ISL_513178	20A-2	19B-2	4	3	7	4	1521,18787,24365,26735
EPI_ISL_513178	20A-1	19B-2	5	3	8	4	1521,21022,24365,26735
EPI_ISL_513178	20C-1	19B-2	5	3	8	4	532,18787,24365,26735
EPI_ISL_513178	20A-2	19B-3	4	6	10	4	1521,15959,24365,26735
EPI_ISL_513178	20A-3	19B-4	3	8	11	4	1521,9011,11824,14488
EPI_ISL_513178	20C-1	19B-3	5	6	11	4	532,15959,24365,26735
EPI_ISL_513178	20A-3	19B-1	3	10	13	4	1645,2989,5861,16454
EPI_ISL_513178	20B-1	19B-2	8	3	11	5	1521,18787,23449,25819,28394
EPI_ISL_513178	20B-1	19B-3	8	6	14	5	1521,15959,23449,25819,28394
EPI_ISL_513178	20B-2	19B-4	6	8	14	5	1521,9011,11824,14488,28754
EPI_ISL_513178	20A-1	19B-3	5	6	11	6	1521,15959,18350,21022,24365,26735
EPI_ISL_513178	20A-2	19B-4	4	8	12	6	1521,9011,11824,14488,24365,25653
EPI_ISL_513178	20C-1	19B-4	5	8	13	6	532,9011,11824,14488,24365,25653
EPI_ISL_513178	20A-2	19B-1	4	10	14	6	1645,2989,5861,16454,24680,26028
EPI_ISL_513178	20C-1	19B-1	5	10	15	6	656,2989,5861,16454,24680,26028
EPI_ISL_513178	20B-2	19B-1	6	10	16	6	1645,2989,5861,16454,28394,29173
EPI_ISL_513178	20B-1	19B-4	8	8	16	7	1521,9011,9669,14488,23449,24737,28754
EPI_ISL_513178	20A-1	19B-4	5	8	13	8	1521,9011,11824,14488,16723,21022,24365,25653
EPI_ISL_513178	20A-1	19B-1	5	10	15	8	1645,2989,5861,16454,18688,21022,24680,26028
EPI_ISL_513178	20B-1	19B-1	8	10	18	8	1645,2989,5861,16454,23449,23764,28394,29173
EPI_ISL_513200	19A-1	20A-2	3	2	5	4	1521,8604,18787,24365
EPI_ISL_513200	19A-1	20A-1	3	3	6	4	1521,8604,16524,24365
EPI_ISL_513200	19A-1	20C-1	3	3	6	4	532,8604,18787,24365
EPI_ISL_513200	20A-2	19B-2	2	5	7	4	1521,5791,18787,24365
EPI_ISL_513200	19A-2	20A-2	6	2	8	4	2099,6942,18787,24365
EPI_ISL_513200	19A-4	20A-2	6	2	8	4	1521,6942,18986,24365
EPI_ISL_513200	20A-1	19B-2	3	5	8	4	1521,5791,16524,24365
EPI_ISL_513200	20C-1	19B-2	3	5	8	4	532,5791,18787,24365
EPI_ISL_513200	19A-2	20A-1	6	3	9	4	2099,6942,16524,24365
EPI_ISL_513200	19A-4	20A-1	6	3	9	4	1521,6942,16723,24365
EPI_ISL_513200	19A-4	20C-1	6	3	9	4	532,6942,18986,24365
EPI_ISL_513200	19A-3	20A-2	8	2	10	4	1521,4556,18787,23548
EPI_ISL_513200	20A-2	19B-3	2	8	10	4	1521,5791,20613,24365
EPI_ISL_513200	19A-3	20A-1	8	3	11	4	1521,4556,16524,23548
EPI_ISL_513200	19A-3	20C-1	8	3	11	4	532,4556,18787,23548
EPI_ISL_513200	20A-1	19B-3	3	8	11	4	1521,5791,18350,24365
EPI_ISL_513200	20C-1	19B-3	3	8	11	4	532,5791,20613,24365
EPI_ISL_513200	20A-2	19B-4	2	10	12	4	1521,5791,18986,24365
EPI_ISL_513200	20A-1	19B-4	3	10	13	4	1521,5791,16723,24365
EPI_ISL_513200	20C-1	19B-4	3	10	13	4	532,5791,18986,24365
EPI_ISL_513200	20A-2	19B-1	2	12	14	4	1645,2989,20951,23600
EPI_ISL_513200	20A-1	19B-1	3	12	15	4	1645,2989,18688,23600
EPI_ISL_513200	20C-1	19B-1	3	12	15	4	656,2989,20951,23600
EPI_ISL_513200	19A-2	20C-1	6	3	9	6	532,1110,2099,6942,18787,24365
EPI_ISL_513232	20A-1	19B-2	2	6	8	2	1521,11477
EPI_ISL_513232	20A-1	19B-3	2	9	11	2	1521,11477
EPI_ISL_513232	20A-1	19B-4	2	11	13	2	1521,9011
EPI_ISL_513232	20A-1	19B-1	2	13	15	4	1645,2989,5861,11477
EPI_ISL_513240	20A-2	19B-2	2	5	7	4	5791,11477,18787,24365
EPI_ISL_513240	20A-1	19B-2	3	5	8	4	5791,11477,16524,24365
EPI_ISL_513240	20A-2	19B-3	2	8	10	4	5791,11477,20613,24365
EPI_ISL_513240	20A-1	19B-3	3	8	11	4	5791,11477,18350,24365
EPI_ISL_513240	20A-2	19B-4	2	10	12	4	5791,9011,18986,24365
EPI_ISL_513240	20A-1	19B-4	3	10	13	4	5791,9011,16723,24365
EPI_ISL_513240	20A-2	19B-1	2	12	14	4	5861,11477,20951,23600
EPI_ISL_513240	20A-1	19B-1	3	12	15	4	5861,11477,18688,23600
EPI_ISL_513240	20C-1	19B-2	3	5	8	6	532,1930,5791,11477,18787,24365
EPI_ISL_513240	20C-1	19B-3	3	8	11	6	532,1930,5791,11477,20613,24365
EPI_ISL_513240	20C-1	19B-4	3	10	13	6	532,1930,5791,9011,18986,24365
EPI_ISL_513240	20C-1	19B-1	3	12	15	6	656,1930,5861,11477,20951,23600
EPI_ISL_513254	20A-1	19B-2	2	6	8	4	5791,11477,24365,26735
EPI_ISL_513254	20A-1	19B-3	2	9	11	4	5791,11477,24365,26735
EPI_ISL_513254	20A-1	19B-4	2	11	13	4	5791,9011,24365,25653
EPI_ISL_513254	20A-1	19B-1	2	13	15	4	5861,11477,24680,26028
EPI_ISL_514281	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_514281	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_514306	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_514306	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_515308	20A-3	19B-3	7	2	9	3	1521,11477,15959
EPI_ISL_515308	20A-2	19B-3	8	2	10	3	1521,11477,15959
EPI_ISL_515308	20A-1	19B-3	9	2	11	3	1521,11477,15959
EPI_ISL_515308	20C-1	19B-3	9	2	11	3	532,11477,15959
EPI_ISL_515308	20B-2	19B-3	10	2	12	3	1521,11477,15959
EPI_ISL_515308	20B-1	19B-3	12	2	14	3	1521,12134,15959
EPI_ISL_515316	19A-1	19A-3	3	2	5	4	8579,12288,18711,26002
EPI_ISL_515316	19A-3	19B-2	2	5	7	4	9814,12288,18711,25918
EPI_ISL_515316	19A-3	20A-3	2	7	9	4	8579,12288,23548,26002
EPI_ISL_515316	19A-3	19B-3	2	8	10	4	9814,12288,20876,25918
EPI_ISL_515316	19A-3	20A-2	2	8	10	4	8579,12288,23548,24628
EPI_ISL_515316	19A-3	20A-1	2	9	11	4	8579,12288,23548,24628
EPI_ISL_515316	19A-3	20C-1	2	9	11	4	8579,12288,23548,24628
EPI_ISL_515316	19A-3	19B-4	2	10	12	4	10162,12288,19249,24836
EPI_ISL_515316	20B-2	19A-3	10	2	12	4	8579,12288,23548,26002
EPI_ISL_515316	19A-3	19B-1	2	12	14	4	9814,12288,21214,23863
EPI_ISL_515316	20B-1	19A-3	12	2	14	4	10472,12288,23712,26002
EPI_ISL_516767	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_516767	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_516777	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_516777	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_516778	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_516778	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_516779	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_516779	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_517907	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_517907	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_517938	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_517938	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_518879	20A-3	19B-3	7	2	9	4	15959,17684,20613,25655
EPI_ISL_518879	20A-2	19B-3	8	2	10	4	15959,17684,20613,24365
EPI_ISL_518879	20A-1	19B-3	9	2	11	4	15959,17684,21022,24365
EPI_ISL_518879	20C-1	19B-3	9	2	11	4	15959,17684,20613,24365
EPI_ISL_518879	20B-2	19B-3	10	2	12	4	15959,17684,20613,25655
EPI_ISL_518879	20B-1	19B-3	12	2	14	4	15959,17684,20613,23449
EPI_ISL_520686	19A-3	20A-3	7	2	9	2	18787,26002
EPI_ISL_520686	19A-3	20A-2	7	3	10	2	18787,26819
EPI_ISL_520686	19A-3	20A-1	7	4	11	2	16524,26819
EPI_ISL_520686	20B-2	19A-3	5	7	12	3	18787,26002,28478
EPI_ISL_520686	19A-3	20C-1	7	4	11	4	532,1930,18787,26819
EPI_ISL_520686	20B-1	19A-3	7	7	14	5	8086,10472,18787,26002,28478
EPI_ISL_520695	19B-4	19B-2	2	3	5	2	12023,27200
EPI_ISL_520695	19A-1	19B-4	5	2	7	2	12023,26943
EPI_ISL_520695	19A-2	19B-4	8	2	10	2	12826,26943
EPI_ISL_520695	19B-4	19B-3	2	6	8	4	12023,16158,21901,27200
EPI_ISL_520695	20A-3	19B-4	9	2	11	4	14488,18986,24573,26943
EPI_ISL_520695	19A-3	19B-4	10	2	12	4	14149,19249,24836,26943
